Hiob	Job	18	1	1	Es lebte einst ein Mann im Lande Uz, Hiob mit Namen, und dieser Mann war fromm und rechtschaffen, fürchtete Gott und mied das Böse.
Hiob	Job	18	1	2	Sieben Söhne und drei Töchter wurden ihm geboren;
Hiob	Job	18	1	3	dazu besaß er siebentausend Stück Kleinvieh und dreitausend Kamele, fünfhundert Joch {= Paar} Rinder, fünfhundert Eselinnen und ein sehr zahlreiches Gesinde, so daß dieser Mann unter allen Bewohnern des Ostlandes der angesehenste war.
Hiob	Job	18	1	4	Nun pflegten seine Söhne im Hause eines jeden von ihnen an seinem Tage {= Geburtstage} ein festliches Mahl zu veranstalten und luden dann allemal auch ihre drei Schwestern ein, mit ihnen zu essen und zu trinken.
Hiob	Job	18	1	5	Wenn aber die Tage des betreffenden Gastmahls um waren, ließ Hiob ihnen sagen, sie möchten sich heiligen; er stand dann am andern Morgen früh auf und brachte für jeden von ihnen ein Brandopfer dar; denn Hiob dachte: »Vielleicht haben meine Kinder sich versündigt und in ihrem Herzen Gott verwünscht {d.h. sich von Gott losgesagt}.« So machte es Hiob jedesmal.
Hiob	Job	18	1	6	Nun begab es sich eines Tages, daß die Gottessöhne kamen, um sich vor Gott, den HERRN, zu stellen; und unter ihnen erschien auch der Satan.
Hiob	Job	18	1	7	Da fragte der HERR den Satan: »Woher kommst du?« Der Satan gab dem HERRN zur Antwort: »Ich bin auf der Erde umhergestreift und habe eine Wanderung auf ihr vorgenommen.«
Hiob	Job	18	1	8	Da sagte der HERR zum Satan: »Hast du wohl auf meinen Knecht Hiob achtgegeben? Denn so wie er ist kein Mensch auf der Erde, so fromm und rechtschaffen, so gottesfürchtig und dem Bösen feind.«
Hiob	Job	18	1	9	Der Satan erwiderte dem HERRN: »Ist Hiob etwa umsonst so gottesfürchtig?
Hiob	Job	18	1	10	Hast du nicht selbst ihn und sein Haus und seinen ganzen Besitz rings umhegt? Was seine Hände angreifen, das segnest du, so daß sein Herdenbesitz sich immer weiter im Lande ausgebreitet hat.
Hiob	Job	18	1	11	Aber strecke doch einmal deine Hand aus und lege sie an alles, was er besitzt: dann wird er sich schon offen von dir lossagen {oder: dir fluchen}.«
Hiob	Job	18	1	12	Da antwortete der HERR dem Satan: »Gut! alles, was ihm gehört, soll in deine Gewalt gegeben sein! Nur an ihn selbst darfst du die Hand nicht legen!« Da ging der Satan vom Angesicht des HERRN hinweg.
Hiob	Job	18	1	13	Während nun eines Tages Hiobs Söhne und Töchter im Hause ihres ältesten Bruders schmausten und Wein tranken,
Hiob	Job	18	1	14	kam plötzlich ein Bote zu Hiob und meldete: »Die Rinder pflügten gerade, und die Eselinnen befanden sich neben ihnen auf der Weide,
Hiob	Job	18	1	15	da machten die Sabäer einen Überfall und trieben sie weg und erschlugen die Knechte mit dem Schwert; ich bin der einzige, der entronnen ist, um es dir zu melden!«
Hiob	Job	18	1	16	Während dieser noch redete, kam schon ein anderer und berichtete: »Feuer Gottes {d.h. der Blitz} ist vom Himmel gefallen und hat das Kleinvieh und die Knechte vollständig verbrannt; ich bin der einzige, der entronnen ist, um es dir zu melden!«
