Johannes	John	43	1	1	Im Anfang war das Wort, und das Wort war bei Gott, und Gott {= göttlichen Wesens} war das Wort.
Johannes	John	43	1	2	Dieses war im Anfang bei Gott.
Johannes	John	43	1	3	Alle Dinge sind durch dieses (Wort) geworden {= geschaffen}, und ohne dieses ist nichts geworden (von allem), was geworden ist.
Johannes	John	43	1	4	In ihm war Leben, und das Leben war das Licht der Menschen.
Johannes	John	43	1	5	Und das Licht leuchtet in der Finsternis, doch die Finsternis hat es nicht ergriffen {oder: begriffen, oder: angenommen}.
Johannes	John	43	1	6	Es trat ein Mann auf, von Gott gesandt, sein Name war Johannes;
Johannes	John	43	1	7	dieser kam, um Zeugnis abzulegen, Zeugnis von dem Licht {oder: für das Licht}, damit alle durch ihn zum Glauben kämen.
Johannes	John	43	1	8	Er war nicht selbst das Licht, sondern Zeugnis sollte er von dem Licht {oder: für das Licht} ablegen.
Johannes	John	43	1	9	Das Licht war da, das wahre, das jeden Menschen erleuchtet, es kam gerade in die Welt;
Johannes	John	43	1	10	es war in der Welt, und die Welt war durch ihn (der das Licht war) geschaffen worden, doch die Welt erkannte ihn nicht.
Johannes	John	43	1	11	Er kam in das Seine {= sein Eigentum}, doch die Seinen {d.h. die ihm Eigenen} nahmen ihn nicht auf;
Johannes	John	43	1	12	allen aber, die ihn annahmen, verlieh er das Anrecht, Kinder Gottes zu werden, nämlich denen, die an seinen Namen glauben,
Johannes	John	43	1	13	die nicht durch Geblüt oder durch den Naturtrieb des Fleisches, auch nicht durch den Willen eines Mannes, sondern aus Gott gezeugt {oder: geboren} sind.
Johannes	John	43	1	14	Und das Wort wurde Fleisch {= Mensch} und nahm seine Wohnung unter uns, und wir haben seine Herrlichkeit geschaut, eine Herrlichkeit, wie sie dem eingeborenen {= einzigen} Sohne vom Vater verliehen wird; eine mit Gnade und Wahrheit erfüllte.
Johannes	John	43	1	15	Johannes legt Zeugnis von ihm {oder: für ihn} ab und hat laut verkündet: »Dieser war es, von dem ich gesagt habe: ›Der nach mir kommt, ist (schon) vor mir gewesen, denn er war eher als ich {oder: als Erster über mir}.‹«
Johannes	John	43	1	16	Aus seiner Fülle haben wir ja alle empfangen, und zwar Gnade über Gnade.
Johannes	John	43	1	17	Denn das Gesetz ist durch Mose gegeben worden, aber die Gnade und die Wahrheit sind durch Jesus Christus geworden {= gekommen}.
Johannes	John	43	1	18	Niemand hat Gott jemals gesehen: der eingeborene Sohn, der an des Vaters Brust liegt, der hat Kunde (von ihm) gebracht.
Johannes	John	43	1	19	Dies ist nun das Zeugnis des Johannes, als die Juden aus Jerusalem Priester und Leviten zu ihm sandten, die ihn fragen sollten, wer er sei.
Johannes	John	43	1	20	Da bekannte er unverhohlen und erklärte offen: »Ich bin nicht Christus {= der Messias}.«
Johannes	John	43	1	21	Sie fragten ihn weiter: »Was denn? Bist du Elia?« Er sagte: »Nein, ich bin es nicht.« »Bist du der Prophet?« Er antwortete: »Nein.«
Johannes	John	43	1	22	Da sagten sie zu ihm: »Wer bist du denn? Wir müssen doch denen, die uns gesandt haben, eine Antwort bringen! Wofür gibst du selbst dich aus?«
Johannes	John	43	1	23	Da antwortete er: »Ich bin die Stimme dessen, der in der Wüste ruft: ›Ebnet dem Herrn den Weg!‹, wie der Prophet Jesaja geboten hat.« {Jes 40,3}
Johannes	John	43	1	24	Die Gesandten aber gehörten zu den Pharisäern
Johannes	John	43	1	25	und fragten ihn weiter: »Warum taufst du denn, wenn du weder Christus {= der Messias} noch Elia, noch der Prophet bist?«
Johannes	John	43	1	26	Da antwortete Johannes ihnen: »Ich taufe nur mit Wasser; aber mitten unter euch steht der, den ihr nicht kennt,
Johannes	John	43	1	27	der nach mir kommt und für den ich nicht gut genug bin, ihm den Riemen seines Schuhwerks aufzubinden.«
Johannes	John	43	1	28	Dies ist in Bethanien geschehen jenseits des Jordans, wo Johannes sich aufhielt und taufte.
Johannes	John	43	1	29	Am folgenden Tage sah er Jesus auf sich zukommen; da sagte er: »Seht, das Lamm Gottes, das die Sünde der Welt hinwegnimmt! {Jes 53,4.7}
Johannes	John	43	1	30	Dieser ist’s, von dem ich gesagt habe: ›Nach mir kommt ein Mann, der (schon) vor mir gewesen ist; denn er war eher da als ich {oder: war als Erster über mir}.‹
Johannes	John	43	1	31	Ich selbst kannte ihn nicht; aber damit er Israel offenbart würde, deshalb bin ich gekommen, ich mit meiner Wassertaufe.«
Johannes	John	43	1	32	Weiter legte Johannes Zeugnis ab mit den Worten: »Ich habe gesehen, daß der Geist wie eine Taube aus dem Himmel herabschwebte und auf ihm blieb;
Johannes	John	43	1	33	und ich selbst kannte ihn nicht, aber der, welcher mich gesandt hat, um mit Wasser zu taufen, der hat zu mir gesagt: ›Auf welchen du den Geist herabschweben und auf ihm bleiben siehst, der ist’s, der mit heiligem Geiste tauft.‹
Johannes	John	43	1	34	Nun habe ich selbst es auch gesehen und bezeugt, daß dieser der Sohn Gottes ist.«
Johannes	John	43	1	35	Am folgenden Tage stand Johannes wieder da mit zweien seiner Jünger,
Johannes	John	43	1	36	und indem er den Blick auf Jesus richtete, der dort umherging, sagte er: »Seht, das Lamm Gottes!«
Johannes	John	43	1	37	Als die beiden Jünger ihn das sagen hörten, gingen sie hinter Jesus her;
Johannes	John	43	1	38	dieser wandte sich um, und als er sie hinter sich herkommen sah, fragte er sie: »Was sucht {oder: wünscht} ihr?« Sie antworteten ihm: »Rabbi« – das heißt übersetzt {= auf deutsch} ›Meister {oder: Lehrer}‹ –, »wo hast du deine Herberge {oder: Wohnung}?«
Johannes	John	43	1	39	Er antwortete ihnen: »Kommt mit, so werdet ihr es sehen!« Sie gingen also mit und sahen, wo er seine Herberge hatte, und blieben jenen ganzen Tag bei ihm; es war um die zehnte Stunde.
Johannes	John	43	1	40	Andreas, der Bruder des Simon Petrus, war einer von den beiden, die es von Johannes gehört hatten und hinter Jesus hergegangen waren.
Johannes	John	43	1	41	Dieser traf zuerst seinen Bruder Simon und sagte zu ihm: »Wir haben den Messias« – das heißt übersetzt ›den Gesalbten {oder: Christus}‹ – »gefunden.«
Johannes	John	43	1	42	Er führte ihn dann zu Jesus; dieser blickte ihn an und sagte: »Du bist Simon, der Sohn des Johannes; du sollst Kephas – das heißt übersetzt ›Fels‹ {vgl. Mt 16,18} – heißen.«
