Levitikus	Lev	3	1	1	Der HERR berief hierauf Mose und gebot ihm aus dem Offenbarungszelte folgendes:
Levitikus	Lev	3	1	2	»Rede zu den Israeliten und befiehl ihnen: Wenn jemand von euch dem HERRN eine Opfergabe darbringen will, so sollt ihr eure Opfergabe vom Vieh, und zwar von den Rindern und vom Kleinvieh, darbringen.«
Levitikus	Lev	3	1	3	»Wenn seine Opfergabe in einem Brandopfer bestehen soll, und zwar von einem Rind, so muß er ein fehlerloses männliches Tier opfern. Er bringe dieses an den Eingang des Offenbarungszeltes, damit es ihm das Wohlgefallen des HERRN verschaffe.
Levitikus	Lev	3	1	4	Dann lege er seine Hand fest auf den Kopf des Brandopfertieres, so wird es wohlgefällig aufgenommen werden und ihm Sühne verschaffen.
Levitikus	Lev	3	1	5	Hierauf schlachte man das junge Rind vor dem HERRN; und die Priester, die Söhne Aarons, sollen das Blut herzubringen, und zwar so, daß sie das Blut ringsum an den Altar sprengen, der am {oder: vor dem} Eingang des Offenbarungszeltes steht.
Levitikus	Lev	3	1	6	Dann soll man dem Brandopfertier die Haut abziehen und es in seine Stücke zerlegen;
Levitikus	Lev	3	1	7	die Söhne Aarons aber, die Priester, sollen Feuer auf den Altar tun und Holzstücke über dem Feuer aufschichten;
Levitikus	Lev	3	1	8	sodann sollen die Söhne Aarons, die Priester, die Stücke, auch den Kopf und das Fett, auf dem Holz, das auf dem Altar über dem Feuer liegt, gehörig zurechtlegen.
Levitikus	Lev	3	1	9	Die Eingeweide und Beine des Tieres aber soll man mit Wasser waschen, und der Priester soll dann das Ganze auf dem Altar in Rauch aufgehen lassen: so ist es ein Brandopfer, ein Feueropfer zu {oder: von} lieblichem Geruch für den HERRN.«
Levitikus	Lev	3	1	10	»Wenn aber seine Opfergabe, die ein Brandopfer sein soll, in einem Stück Kleinvieh, einem Schaf oder einer Ziege, besteht, so muß es ein männliches, fehlerloses Tier sein, das er zum Opfer bringt.
Levitikus	Lev	3	1	11	Man schlachte dieses vor dem HERRN an der Nordseite des Altars; die Söhne Aarons aber, die Priester, sollen das Blut des Tieres ringsum an den Altar sprengen.
Levitikus	Lev	3	1	12	Dann soll man es in seine Stücke zerlegen, und der Priester soll diese, und zwar auch den Kopf und das Fett, auf dem Holz, das auf dem Altar über dem Feuer liegt, gehörig zurechtlegen.
Levitikus	Lev	3	1	13	Die Eingeweide und Beine aber soll man mit Wasser waschen, und der Priester soll dann das Ganze darbringen und es auf dem Altar in Rauch aufgehen lassen: so ist es ein Brandopfer, ein Feueropfer zu {oder: von} lieblichem Geruch für den HERRN.«
Levitikus	Lev	3	1	14	»Wenn aber seine Opfergabe für den HERRN, die ein Brandopfer sein soll, in Geflügel besteht, so müssen es Turteltauben oder junge Tauben sein, die er als Opfergabe darbringt.
Levitikus	Lev	3	1	15	Der Priester bringe das Tier an den Altar, knicke ihm den Kopf ab und lasse diesen auf dem Altar in Rauch aufgehen; das Blut aber lasse er an die Wand des Altars auslaufen.
Levitikus	Lev	3	1	16	Darauf soll er den Kropf mit seinem Unrat {oder: Gefieder?} entfernen und ihn neben den Altar gegen Osten auf die Aschenstelle werfen.
Levitikus	Lev	3	1	17	Hierauf soll er dem Vogel die Flügel einreißen, jedoch ohne sie ganz abzutrennen, und der Priester soll ihn auf dem Altar, auf dem Holz, das über dem Feuer liegt, in Rauch aufgehen lassen: so ist es ein Brandopfer, ein Feueropfer zu {oder: von} lieblichem Geruch für den HERRN.«
Levitikus	Lev	3	2	1	»Wenn aber jemand dem HERRN ein Speisopfer als Opfergabe darbringen will, so muß seine Gabe aus Feinmehl bestehen, das er mit Öl übergießen und zu dem er Weihrauch hinzufügen muß.
Levitikus	Lev	3	2	2	Wenn er es dann den Söhnen Aarons, den Priestern, gebracht hat, soll der Priester eine Handvoll davon nehmen, nämlich von dem dargebrachten Feinmehl und Öl samt dem ganzen zugehörigen Weihrauch, und der Priester soll den zum Duftopfer bestimmten Teil auf dem Altar in Rauch aufgehen lassen: so ist es ein Feueropfer zu lieblichem Geruch für den HERRN.
