Psalmen	Psa	19	1	1	Wohl dem, der nicht wandelt
Psalmen	Psa	19	1	2	vielmehr Gefallen hat am Gesetz des HERRN
Psalmen	Psa	19	1	3	Der gleicht einem Baum, gepflanzt an Wasserbächen,
Psalmen	Psa	19	1	4	Nicht also die Gottlosen: nein,
Psalmen	Psa	19	1	5	Darum werden die Gottlosen nicht im Gericht bestehn
Psalmen	Psa	19	1	6	Denn es kennt der HERR den Weg der Gerechten;
Psalmen	Psa	19	2	1	Was soll das Toben der Völker
Psalmen	Psa	19	2	2	Die Könige der Erde rotten sich zusammen,
Psalmen	Psa	19	2	3	»Laßt uns zerreißen ihre Bande
Psalmen	Psa	19	2	4	Der im Himmel thront, der lacht,
Psalmen	Psa	19	2	5	Dann aber wird er zu ihnen reden in seinem Zorn
Psalmen	Psa	19	2	6	»Habe ich doch meinen König eingesetzt
Psalmen	Psa	19	2	7	Laßt mich kundtun den Ratschluß des HERRN!
Psalmen	Psa	19	2	8	Fordre von mir, so gebe ich dir die Völker zum Erbe
Psalmen	Psa	19	2	9	Du sollst sie mit eiserner Keule zerschmettern,
Psalmen	Psa	19	2	10	So nehmt denn Klugheit an, ihr Könige,
Psalmen	Psa	19	2	11	Dienet dem HERRN mit Furcht
Psalmen	Psa	19	2	12	Küsset den Sohn, auf daß er nicht zürne
Psalmen	Psa	19	3	1	<em>Ein Psalm Davids, als er vor seinem Sohne Absalom floh.</em>
Psalmen	Psa	19	3	2	Ach HERR, wie sind doch meine Bedränger so zahlreich,
Psalmen	Psa	19	3	3	Gar viele sagen von mir:
Psalmen	Psa	19	3	4	Doch du, o HERR, bist ein Schild um mich her,
Psalmen	Psa	19	3	5	Laut ruf’ ich zum HERRN,
Psalmen	Psa	19	3	6	Ich legte mich nieder, schlief ruhig ein:
Psalmen	Psa	19	3	7	Ich fürchte mich nicht vor vielen Tausenden Kriegsvolks,
Psalmen	Psa	19	3	8	Steh auf, o HERR! Hilf mir, mein Gott!
Psalmen	Psa	19	3	9	Beim HERRN steht die Hilfe {oder: Rettung}:
Psalmen	Psa	19	4	1	<em>Dem Musikmeister, mit Saitenspiel; ein Psalm von David.</em>
Psalmen	Psa	19	4	2	Wenn ich rufe, erhöre mich,
Psalmen	Psa	19	4	3	Ihr Herrensöhne, wie lange noch
Psalmen	Psa	19	4	4	Erkennt doch, daß der HERR
Psalmen	Psa	19	4	5	Seid zornerregt, doch versündigt euch nicht! {Eph 4,26}
Psalmen	Psa	19	4	6	Bringt Opfer der Gerechtigkeit dar
Psalmen	Psa	19	4	7	Es sagen gar viele:
Psalmen	Psa	19	4	8	Du hast mir größere Freude ins Herz gegeben
Psalmen	Psa	19	4	9	In Frieden will ich beides,
Psalmen	Psa	19	5	1	<em>Dem Musikmeister, nach (der Singweise = Melodie) »die Erbschaften«; ein Psalm von David.</em>
Psalmen	Psa	19	5	2	Vernimm meine Worte {= mein Gebet}, o HERR,
Psalmen	Psa	19	5	3	Ach, hör’ auf mein lautes Flehen,
Psalmen	Psa	19	5	4	O HERR, in der Frühe schon hörst du mein Rufen,
Psalmen	Psa	19	5	5	Du bist ja nicht ein Gott, dem gottlos Wesen gefällt:
Psalmen	Psa	19	5	6	Ruhmredige dürfen dir nicht vor die Augen treten:
Psalmen	Psa	19	5	7	Du läßt die Lügner zugrunde gehn;
Psalmen	Psa	19	5	8	Ich aber darf nach deiner großen Gnade dein Haus betreten,
Psalmen	Psa	19	5	9	HERR, leite mich in deiner Gerechtigkeit
Psalmen	Psa	19	5	10	Denn in ihrem Mund ist keine Aufrichtigkeit,
Psalmen	Psa	19	5	11	Laß sie büßen, o Gott, daß zu Fall sie kommen durch ihre Anschläge!
Psalmen	Psa	19	5	12	Dann werden alle sich freun, die auf dich vertrauen:
Psalmen	Psa	19	5	13	Denn du, HERR, segnest den Gerechten,
Psalmen	Psa	19	6	1	*Dem Musikmeister, mit Saitenspiel*<em>, im Basston; ein Psalm von David.</em>
Psalmen	Psa	19	6	2	HERR, nicht in deinem Zorne strafe mich
Psalmen	Psa	19	6	3	Sei mir gnädig, o HERR, denn ich bin am Verschmachten!
Psalmen	Psa	19	6	4	und meine Seele ist voller Angst!
Psalmen	Psa	19	6	5	Kehre doch wieder, o HERR, errette meine Seele {oder: mein Leben}!
Psalmen	Psa	19	6	6	Denn im Tode gedenkt man deiner nicht:
Psalmen	Psa	19	6	7	Erschöpft bin ich von all meinem Seufzen;
Psalmen	Psa	19	6	8	Geschwunden ist mein Augenlicht vor Gram,
Psalmen	Psa	19	6	9	Hinweg von mir, ihr Übeltäter alle!
Psalmen	Psa	19	6	10	gehört hat der HERR mein Flehen:
Psalmen	Psa	19	6	11	Alle meine Feinde werden zuschanden werden
Psalmen	Psa	19	7	1	<em>Ein Bittgebet</em> {oder: feierliches Lied}<em> Davids, das er dem Herrn wegen der Worte des Benjaminiten Kusch sang {oder: dichtete}</em>.
Psalmen	Psa	19	7	2	HERR, mein Gott, bei dir such’ ich Zuflucht:
Psalmen	Psa	19	7	3	daß der Feind mich nicht wie ein Löwe zerreiße
Psalmen	Psa	19	7	4	O HERR mein Gott! Hab’ ich solches verübt,
Psalmen	Psa	19	7	5	hab’ ich dem, der in Frieden mit mir lebte, Böses getan –
Psalmen	Psa	19	7	6	so möge der Feind mich verfolgen und einholen,
Psalmen	Psa	19	7	7	Steh auf, o HERR, in deinem Zorn!
Psalmen	Psa	19	7	8	Laß die ganze Versammlung der Völker dich umringen,
Psalmen	Psa	19	7	9	Der HERR ist Richter über die Völker:
Psalmen	Psa	19	7	10	Mache der Gottlosen Bosheit ein Ende
Psalmen	Psa	19	7	11	Meinen Schild hält Gott,
Psalmen	Psa	19	7	12	Gott ist ein gerechter Richter
Psalmen	Psa	19	7	13	Wahrlich, wiederum schärft er sein Schwert,
Psalmen	Psa	19	7	14	und richtet Todesgeschosse auf ihn,
Psalmen	Psa	19	7	15	Seht: da brütet er {d.h. der Frevler} über Trug,
Psalmen	Psa	19	7	16	eine Grube hat er gegraben und ausgescharrt,
Psalmen	Psa	19	7	17	Das Unheil, das er geplant, fällt ihm aufs eigne Haupt,
Psalmen	Psa	19	7	18	Preisen will ich den HERRN nach seiner Gerechtigkeit
Psalmen	Psa	19	8	1	<em>Dem Musikmeister, nach der Keltertreterweise; ein Psalm von David.</em>
Psalmen	Psa	19	8	2	HERR, unser Herrscher, wie herrlich ist
Psalmen	Psa	19	8	3	Aus der Kinder und Säuglinge Mund
Psalmen	Psa	19	8	4	Wenn ich anschau’ deinen Himmel, das Werk deiner Finger,
